source,target
1242186,12695519
1242186,12799414
1242186,12855504
1242186,12855712
1242186,13124186
1242186,13149571
1242186,13978402
1242186,14072924
1242186,14112719
1242186,14214975
1242186,1449653
1242186,14580746
1242186,15063753
1242186,15541004
1242186,15674404
1242186,1583360
1242186,1610041
1242186,16179130
1242186,16197001
1242186,2783969
1242186,2990080
1242186,3010469
1242186,3069889
1242186,3109317
1242186,3123772
1242186,3216539
1242186,4006058
1242186,4229577
1242186,4446419
1242186,5158778
1242186,5782296
1242186,5812324
1242186,6167955
1242186,6251655
1242186,6314501
1242186,6466652
1242186,672442
1242186,6911240
1242186,7193767
1242186,734779
1242186,7526736
1242186,7586983
1242186,7669122
1242186,7830458
1242186,7855886
1242186,8644739
1242186,8664301
1242186,8872467
1242186,9052790
1242186,9112732
1242186,9147348
1242186,9452410
1242186,9595394
1242186,9633064
12451302,15241886
12451302,2092631
12451302,3838747
12451302,3914774
12463982,14312602
12463982,15875273
124883,11561338
124883,11602971
124883,11723820
124883,12829413
124883,14915656
124883,1906013
124883,195637
124883,5152987
124883,6700372
124883,6702352
124883,6738699
124883,6864499
124883,8543125
124883,9838524
12520243,11802770
12520243,14125072
12520243,3910813
12520243,417828
12520243,670286
12520243,9006840
12521982,13912257
12521982,13988768
12521982,14264411
12521982,2409682
12521982,7453399
12521982,8667726
12521982,9102940
12564948,14653812
1263338,10021799
1263338,10867237
1263338,11137432
1263338,11152677
1263338,11177490
1263338,11231457
1263338,11262340
1263338,11310410
1263338,12695519
1263338,12799414
1263338,12855504
1263338,12855712
1263338,13124186
1263338,13149571
1263338,13978402
1263338,14072924
1263338,14112719
1263338,14214975
1263338,1449653
1263338,14580746
1263338,15063753
1263338,15541004
1263338,15674404
1263338,1583360
1263338,1610041
1263338,16179130
1263338,16197001
1263338,2783969
1263338,2990080
1263338,3010469
1263338,3069889
1263338,3109317
1263338,3123772
1263338,3216539
1263338,4006058
1263338,4229577
1263338,4446419
1263338,5158778
1263338,5782296
1263338,5812324
1263338,6167955
1263338,6251655
1263338,6314501
1263338,6466652
1263338,672442
1263338,6911240
1263338,7193767
1263338,734779
1263338,7526736
1263338,7586983
1263338,7669122
1263338,7830458
1263338,7855886
1263338,8644739
1263338,8664301
1263338,8872467
1263338,9052790
1263338,9112732
1263338,9147348
1263338,9452410
1263338,9595394
1263338,9633064
12695519,12799414
12695519,12855504
12695519,12855712
12695519,13124186
12695519,13149571
12695519,13978402
12695519,14072924
12695519,14112719
12695519,14214975
12695519,14580746
12695519,15063753
12695519,15541004
12695519,15674404
12695519,16179130
12695519,16197001
12695519,4006058
12695519,4229577
12695519,5782296
12695519,5812324
12695519,672442
12695519,6911240
12695519,7193767
12695519,734779
12695519,8664301
12695519,8872467
12695519,9052790
12799414,12855504
12799414,12855712
12799414,13124186
12799414,13149571
12799414,13978402
12799414,14072924
12799414,14112719
12799414,14214975
12799414,14580746
12799414,15063753
12799414,15541004
12799414,15674404
12799414,16179130
12799414,16197001
12799414,4006058
12799414,4229577
12799414,5782296
12799414,5812324
12799414,672442
12799414,6911240
12799414,7193767
12799414,734779
12799414,8664301
12799414,8872467
12799414,9052790
12829413,14915656
12838698,10392987
12838698,10657357
12838698,11936379
12838698,15475624
12838698,16099968
12838698,16171602
12838698,2379798
12838698,2501752
12838698,5848183
12838698,7470077
12838698,8557767
12838698,8703646
12855504,12855712
12855504,13124186
12855504,13149571
12855504,13978402
12855504,14072924
12855504,14112719
12855504,14214975
12855504,14580746
12855504,15063753
12855504,15541004
12855504,15674404
12855504,16179130
12855504,16197001
12855504,4006058
12855504,4229577
12855504,5782296
12855504,5812324
12855504,672442
12855504,6911240
12855504,7193767
12855504,734779
12855504,8664301
12855504,8872467
12855504,9052790
12855712,13124186
12855712,13149571
12855712,13978402
12855712,14072924
12855712,14112719
12855712,14214975
12855712,14580746
12855712,15063753
12855712,15541004
12855712,15674404
12855712,16179130
12855712,16197001
12855712,4006058
12855712,4229577
12855712,5782296
12855712,5812324
12855712,672442
12855712,6911240
12855712,7193767
12855712,734779
12855712,8664301
12855712,8872467
12855712,9052790
1291765,2371129
1291765,2915097
1291765,5704137
1291765,5831912
1291765,7294320
1291765,7447334
1291765,8412493
1291765,9359923
12924417,10013776
12924417,10101753
12924417,104913
12924417,11356004
12924417,11454631
12924417,11586674
12924417,11634690
12924417,11841857
12924417,13499483
12924417,16063568
12924417,16074187
12924417,1964735
12924417,2146893
12924417,4724240
12924417,6807962
12924417,6926068
12924417,8115452
12924417,8394234
12924417,8482022
12924417,8501799
1292603,10132257
1292603,10470098
1292603,10623482
1292603,10710648
1292603,11948371
1292603,13430442
1292603,13756151
1292603,13759286
1292603,15560128
1292603,2382032
1292603,2456664
1292603,2474024
1292603,3809175
1292603,4457153
1292603,4537700
1292603,5682861
1292603,882836
13057502,13311589
13057502,14915177
13086295,5490341
13086295,5579179
13086295,7364009
13086295,8731700
13086295,8820717
13124186,13149571
13124186,13978402
13124186,14072924
13124186,14112719
13124186,14214975
13124186,14580746
13124186,15063753
13124186,15541004
13124186,15674404
13124186,16179130
13124186,16197001
13124186,4006058
13124186,4229577
13124186,5782296
13124186,5812324
13124186,672442
13124186,6911240
13124186,7193767
13124186,734779
13124186,8664301
13124186,8872467
13124186,9052790
13149571,15063753
13152035,13154329
13152035,13427652
13152035,13692015
13152035,13722327
13152035,13768968
13152035,13829337
13152035,13910212
13152035,15008301
13152035,15186718
13152035,15286415
13152035,15294117
13152035,15443185
13152035,15483423
13152035,15573258
13154329,13427652
13154329,13692015
13154329,13722327
13154329,13768968
13154329,13829337
13154329,13910212
13154329,15008301
13154329,15186718
13154329,15286415
13154329,15294117
13154329,15443185
13154329,15483423
13154329,15573258
13184710,13204107
13205013,13331642
13205013,13362196
13205013,14811236
13205013,1906026
13205013,3732751
13205013,4951196
13205013,6825801
13220057,13220157
13220057,13311453
13220057,14982803
13220157,13311453
13220157,14982803
13240628,13057502
13240628,13311589
13240628,14915177
13240628,5238174
13240628,6607602
13258513,11205975
13258513,11207150
13258513,13184710
13258513,13204107
13258513,1887852
13258513,1995283
13258513,3348358
13258513,5096451
13258513,6625880
13258513,8542695
13293871,10231357
13293871,10374221
13293871,10411936
13293871,10427937
13293871,10463306
13293871,10622668
13293871,11763039
13293871,12032927
13293871,13152035
13293871,13154329
13293871,13427652
13293871,13692015
13293871,13722327
13293871,13768968
13293871,13829337
13293871,13910212
13293871,14967604
13293871,15008301
13293871,15186718
13293871,15286415
13293871,15294117
13293871,15443185
13293871,15483423
13293871,15573258
13293871,2035516
13293871,2036279
13293871,2130223
13293871,2603477
13293871,3980981
13293871,4101367
13293871,4222247
13293871,5375912
13293871,5442429
13293871,5661497
13293871,638278
13293871,7081009
13293871,7343210
13293871,7368911
13293871,7391206
13293871,7413031
13293871,8280643
13293871,8288677
13293871,8289936
13293871,8565737
13293871,8692895
13293871,8972969
13293871,9014573
13293871,926005
13293871,9904757
13311453,14982803
13311589,14915177
1331776,10134191
1331776,10154418
1331776,10475740
1331776,10586979
1331776,10598009
1331776,10637129
1331776,10753667
1331776,10980500
1331776,11808511
1331776,13395963
1331776,13430153
1331776,13643693
1331776,13937573
1331776,13998098
1331776,14060363
1331776,14264429
1331776,14647212
1331776,15412764
1331776,15500634
1331776,15512148
1331776,2029520
1331776,2178878
1331776,2442891
1331776,2519143
1331776,2575485
1331776,2608055
1331776,2893843
1331776,3799331
1331776,4041181
1331776,5421878
1331776,5663929
1331776,5680575
1331776,5767269
1331776,6198036
1331776,6199361
1331776,656987
1331776,670469
1331776,6961070
1331776,7031497
1331776,7289191
1331776,8712663
1331776,8726918
1331776,906635
1331776,906814
1331776,9320669
1331776,9401576
1332342,10347039
1332342,11060403
1332342,12136442
1332342,13910814
1332342,13932079
1332342,5169702
1332342,566885
1332342,6789470
1332342,784732
1332342,8893703
1332342,9067480
13331642,13362196
13331642,14811236
13331642,1906026
13331642,3732751
13331642,4951196
13331642,6825801
1333377,13641462
1333377,14768852
1333377,2169833
1333377,2221231
1333377,7066434
1333377,7267989
1333377,7484251
1333377,7598781
1333377,7779684
1333377,8523977
13349837,10443987
13349837,16077087
13349837,2121985
13349837,3518033
13349837,695991
13349837,9083617
13395539,13833271
13395539,13874509
13395539,13925684
13395539,15190770
13395539,15196986
13395539,15539979
13395963,10134191
13395963,13430153
13395963,13937573
13395963,13998098
13395963,15412764
13395963,15500634
13395963,15512148
13395963,2029520
13395963,2178878
13395963,2608055
13395963,3799331
13395963,656987
13395963,6961070
13395963,906635
13395963,906814
13398706,13863091
13427652,13692015
13427652,13722327
13427652,13768968
13427652,13829337
13427652,13910212
13427652,15008301
13427652,15186718
13427652,15286415
13427652,15294117
13427652,15443185
13427652,15483423
13427652,15573258
13430153,15500634
13430442,13759286
13430442,15560128
13465784,11490200
13465784,11601196
13465784,13057502
13465784,13240628
13465784,13311589
13465784,14915177
13465784,2114830
13465784,269398
13465784,3737052
13465784,5133930
13465784,5238174
13465784,6607602
13465784,6828132
13465784,7967673
13499483,10101753
13499483,104913
13499483,11454631
13499483,16074187
13499483,6807962
13500181,14704677
13500181,14848487
13500181,3350808
13500181,3481365
13500181,375701
13500181,5116494
13500181,5132818
13561938,13648356
13561938,13815792
13562911,15237091
13632218,13865447
13632218,14603556
13632218,14991269
13632218,15182819
13632218,15486539
13635749,11523706
13635749,12333329
13635749,15571292
13641462,14768852
13643693,10134191
13643693,10475740
13643693,10586979
13643693,10637129
13643693,11808511
13643693,13395963
13643693,13430153
13643693,13937573
13643693,13998098
13643693,15412764
13643693,15500634
13643693,15512148
13643693,2029520
13643693,2178878
13643693,2575485
13643693,2608055
13643693,3799331
13643693,4041181
13643693,5421878
13643693,656987
13643693,6961070
13643693,8726918
13643693,906635
13643693,906814
13648356,13815792
13692015,13722327
13692015,13768968
13692015,13829337
13692015,13910212
13692015,15008301
13692015,15186718
13692015,15286415
13692015,15294117
13692015,15443185
13692015,15483423
13692015,15573258
13722327,13768968
13722327,13829337
13722327,13910212
13722327,15008301
13722327,15186718
13722327,15286415
13722327,15294117
13722327,15443185
13722327,15483423
13722327,15573258
13756151,10132257
13756151,10470098
13756151,10623482
13756151,10710648
13756151,11948371
13756151,13430442
13756151,13759286
13756151,15560128
13756151,2382032
13756151,2456664
13756151,2474024
13756151,3809175
13756151,5682861
13756151,882836
13759286,15560128
13768968,13829337
13768968,13910212
13768968,15008301
13768968,15186718
13768968,15286415
13768968,15294117
13768968,15443185
13768968,15483423
13768968,15573258
138134,13220967
138134,3476196
138134,6591282
138134,6682222
138134,8462361
13829337,13910212
13829337,15008301
13829337,15186718
13829337,15286415
13829337,15294117
13829337,15443185
13829337,15483423
13829337,15573258
13833271,13874509
13833271,13925684
13833271,15190770
13833271,15196986
13833271,15539979
13865447,14603556
13865447,14991269
13865447,15182819
13865447,15486539
13865619,11361236
13865619,15571000
13865619,4087464
13865619,7147219
13865619,844886
13874509,13925684
13874509,15190770
13874509,15196986
13874509,15539979
13910212,15008301
13910212,15186718
13910212,15286415
13910212,15294117
13910212,15443185
13910212,15483423
13910212,15573258
13910814,13932079
13925684,15190770
13925684,15196986
13925684,15539979
13937573,10134191
13937573,13430153
13937573,13998098
13937573,15412764
13937573,15500634
13937573,15512148
13937573,2029520
13937573,2178878
13937573,2608055
13937573,3799331
13937573,656987
13937573,6961070
13937573,906635
13937573,906814
13978402,13149571
13978402,14072924
13978402,14112719
13978402,14214975
13978402,14580746
13978402,15063753
13978402,15541004
13978402,15674404
13978402,16179130
13978402,16197001
13978402,4006058
13978402,4229577
13978402,5782296
13978402,5812324
13978402,672442
13978402,6911240
13978402,7193767
13978402,734779
13978402,8664301
13978402,8872467
13978402,9052790
13988768,13912257
13988768,14264411
13988768,2409682
13988768,7453399
13988768,8667726
13988768,9102940
13998098,10134191
13998098,13430153
13998098,15412764
13998098,15500634
13998098,15512148
13998098,2029520
13998098,2178878
13998098,2608055
13998098,3799331
13998098,656987
13998098,6961070
13998098,906635
13998098,906814
14060363,10134191
14060363,10154418
14060363,10475740
14060363,10586979
14060363,10598009
14060363,10637129
14060363,10753667
14060363,11808511
14060363,13395963
14060363,13430153
14060363,13643693
14060363,13937573
14060363,13998098
14060363,14264429
14060363,14647212
14060363,15412764
14060363,15500634
14060363,15512148
14060363,2029520
14060363,2178878
14060363,2442891
14060363,2519143
14060363,2575485
14060363,2608055
14060363,3799331
14060363,4041181
14060363,5421878
14060363,5663929
14060363,5680575
14060363,5767269
14060363,656987
14060363,670469
14060363,6961070
14060363,7289191
14060363,8712663
14060363,8726918
14060363,906635
14060363,906814
14072924,13149571
14072924,14112719
14072924,14214975
14072924,14580746
14072924,15063753
14072924,15541004
14072924,15674404
14072924,16179130
14072924,16197001
14072924,4006058
14072924,4229577
14072924,5782296
14072924,5812324
14072924,672442
14072924,6911240
14072924,7193767
14072924,734779
14072924,8664301
14072924,8872467
14072924,9052790
14082385,15251446
14082385,15864890
14098660,10300161
14098660,10387424
14098660,14741597
14098660,2066009
14098660,2304168
14098660,5788364
14112719,13149571
14112719,14214975
14112719,14580746
14112719,15063753
14112719,15541004
14112719,15674404
14112719,16179130
14112719,16197001
14112719,4006058
14112719,4229577
14112719,5782296
14112719,5812324
14112719,672442
14112719,6911240
14112719,7193767
14112719,734779
14112719,8664301
14112719,8872467
14112719,9052790
14125072,11802770
14125072,3910813
14125072,417828
14125072,670286
14125072,9006840
141712,10443987
141712,11566263
141712,13349837
141712,16077087
141712,2121985
141712,3368597
141712,3518033
141712,3568295
141712,6863378
141712,6877622
141712,695991
141712,8307611
141712,8433853
141712,9083617
14214975,13149571
14214975,14580746
14214975,15063753
14214975,15541004
14214975,15674404
14214975,16179130
14214975,16197001
14214975,4006058
14214975,4229577
14214975,5782296
14214975,5812324
14214975,672442
14214975,6911240
14214975,7193767
14214975,734779
14214975,8664301
14214975,8872467
14214975,9052790
14264411,13912257
14264411,2409682
14264411,7453399
14264411,8667726
14264411,9102940
14264429,10134191
14264429,10154418
14264429,10475740
14264429,10586979
14264429,10598009
14264429,10637129
14264429,10753667
14264429,11808511
14264429,13395963
14264429,13430153
14264429,13643693
14264429,13937573
14264429,13998098
14264429,14647212
14264429,15412764
14264429,15500634
14264429,15512148
14264429,2029520
14264429,2178878
14264429,2442891
14264429,2519143
14264429,2575485
14264429,2608055
14264429,3799331
14264429,4041181
14264429,5421878
14264429,5663929
14264429,5680575
14264429,5767269
14264429,656987
14264429,670469
14264429,6961070
14264429,7289191
14264429,8712663
14264429,8726918
14264429,906635
14264429,906814
14312602,15875273
1449653,10021799
1449653,10867237
1449653,11137432
1449653,11152677
1449653,11177490
1449653,11231457
1449653,11262340
1449653,11310410
1449653,12695519
1449653,12799414
1449653,12855504
1449653,12855712
1449653,13124186
1449653,13149571
1449653,13978402
1449653,14072924
1449653,14112719
1449653,14214975
1449653,14580746
1449653,15063753
1449653,15541004
1449653,15674404
1449653,1583360
1449653,1610041
1449653,16179130
1449653,16197001
1449653,2783969
1449653,2990080
1449653,3010469
1449653,3069889
1449653,3109317
1449653,3123772
1449653,3216539
1449653,4006058
1449653,4229577
1449653,4446419
1449653,5158778
1449653,5782296
1449653,5812324
1449653,6167955
1449653,6251655
1449653,6314501
1449653,6466652
1449653,672442
1449653,6911240
1449653,7193767
1449653,734779
1449653,7526736
1449653,7586983
1449653,7669122
1449653,7830458
1449653,7855886
1449653,8644739
1449653,8664301
1449653,8872467
1449653,9052790
1449653,9112732
1449653,9147348
1449653,9452410
1449653,9595394
1449653,9633064
14580746,13149571
14580746,15063753
14580746,15541004
14580746,15674404
14580746,16179130
14580746,16197001
14580746,4006058
14580746,4229577
14580746,5782296
14580746,5812324
14580746,672442
14580746,6911240
14580746,7193767
14580746,734779
14580746,8664301
14580746,8872467
14580746,9052790
14603556,14991269
14603556,15182819
14603556,15486539
14647212,10134191
14647212,10154418
14647212,10475740
14647212,10586979
14647212,10598009
14647212,10637129
14647212,10753667
14647212,11808511
14647212,13395963
14647212,13430153
14647212,13643693
14647212,13937573
14647212,13998098
14647212,15412764
14647212,15500634
14647212,15512148
14647212,2029520
14647212,2178878
14647212,2442891
14647212,2519143
14647212,2575485
14647212,2608055
14647212,3799331
14647212,4041181
14647212,5421878
14647212,5663929
14647212,5680575
14647212,5767269
14647212,656987
14647212,670469
14647212,6961070
14647212,7289191
14647212,8712663
14647212,8726918
14647212,906635
14647212,906814
14682525,14920540
14682525,15120841
14704677,14848487
14811236,13362196
14811236,1906026
14811236,3732751
14811236,4951196
14811236,6825801
1487815,1524199
1487815,6210750
1487815,8078420
1487815,9416626
14920540,15120841
14967604,10231357
14967604,10374221
14967604,10411936
14967604,10427937
14967604,10463306
14967604,10622668
14967604,11763039
14967604,12032927
14967604,13152035
14967604,13154329
14967604,13427652
14967604,13692015
14967604,13722327
14967604,13768968
14967604,13829337
14967604,13910212
14967604,15008301
14967604,15186718
14967604,15286415
14967604,15294117
14967604,15443185
14967604,15483423
14967604,15573258
14967604,2035516
14967604,2036279
14967604,2130223
14967604,2603477
14967604,3980981
14967604,4101367
14967604,4222247
14967604,5375912
14967604,5442429
14967604,5661497
14967604,638278
14967604,7081009
14967604,7343210
14967604,7368911
14967604,7391206
14967604,7413031
14967604,8280643
14967604,8288677
14967604,8289936
14967604,8565737
14967604,8692895
14967604,8972969
14967604,9014573
14967604,926005
14967604,9904757
14991269,15182819
14991269,15486539
15005709,10572343
15005709,11461488
15005709,13562911
15005709,15237091
15005709,15328030
15005709,2021243
15005709,443818
15008301,15186718
15008301,15286415
15008301,15294117
15008301,15443185
15008301,15483423
15008301,15573258
15063337,15314666
15096975,10502095
15096975,10766315
15096975,10887710
15096975,11009306
15096975,11075181
15096975,11116304
15096975,11819597
15096975,1593913
15096975,16025654
15096975,16118916
15096975,1619847
15096975,3395444
15096975,4635057
15096975,4837219
15096975,537200
15096975,7367935
15096975,7608445
15096975,8081177
15096975,8090316
15096975,8096896
15096975,9451232
15096975,9566507
15096975,9688046
15182819,15486539
15186718,15286415
15186718,15294117
15186718,15443185
15186718,15483423
15186718,15573258
15190770,15196986
15190770,15539979
15196986,15539979
1524199,6210750
1524199,8078420
1524199,9416626
15286415,15294117
15286415,15443185
15286415,15483423
15286415,15573258
15294117,15443185
15294117,15483423
15294117,15573258
15328030,10572343
15328030,11461488
15328030,13562911
15328030,15237091
15328030,2021243
15328030,443818
15412764,10134191
15412764,13430153
15412764,15500634
15412764,15512148
15412764,2029520
15412764,2178878
15412764,2608055
15412764,3799331
15412764,656987
15412764,6961070
15412764,906635
15412764,906814
15443185,15483423
15443185,15573258
15483423,15573258
15512148,10134191
15512148,13430153
15512148,15500634
15512148,2029520
15512148,2178878
15512148,2608055
15512148,3799331
15512148,656987
15512148,6961070
15512148,906635
15512148,906814
15541004,13149571
15541004,15063753
15541004,734779
15571292,11523706
15571292,12333329
15674404,13149571
15674404,15063753
15674404,15541004
15674404,16179130
15674404,16197001
15674404,4006058
15674404,4229577
15674404,5782296
15674404,5812324
15674404,672442
15674404,6911240
15674404,7193767
15674404,734779
15674404,8664301
15674404,8872467
15674404,9052790
15695791,12367397
15695791,12521982
15695791,13912257
15695791,13988768
15695791,14264411
15695791,2409682
15695791,2771141
15695791,4293594
15695791,7453399
15695791,8667726
15695791,9102940
1582577,10806185
1582577,11136945
1582577,11177525
1582577,11296683
1582577,12451302
1582577,15241886
1582577,2092631
1582577,3838747
1582577,3914774
1582577,6146717
1582577,8085754
1582577,9517674
1583360,10021799
1583360,10867237
1583360,11137432
1583360,11152677
1583360,11177490
1583360,11231457
1583360,11262340
1583360,11310410
1583360,12695519
1583360,12799414
1583360,12855504
1583360,12855712
1583360,13124186
1583360,13149571
1583360,13978402
1583360,14072924
1583360,14112719
1583360,14214975
1583360,14580746
1583360,15063753
1583360,15541004
1583360,15674404
1583360,1610041
1583360,16179130
1583360,16197001
1583360,2783969
1583360,2990080
1583360,3010469
1583360,3069889
1583360,3109317
1583360,3123772
1583360,3216539
1583360,4006058
1583360,4229577
1583360,4446419
1583360,5158778
1583360,5782296
1583360,5812324
1583360,6167955
1583360,6251655
1583360,6314501
1583360,6466652
1583360,672442
1583360,6911240
1583360,7193767
1583360,734779
1583360,7526736
1583360,7586983
1583360,7669122
1583360,7830458
1583360,7855886
1583360,8644739
1583360,8664301
1583360,8872467
1583360,9052790
1583360,9112732
1583360,9147348
1583360,9452410
1583360,9595394
1583360,9633064
15864890,15251446
1593913,10502095
1593913,10766315
1593913,10887710
1593913,11009306
1593913,11075181
1593913,11116304
1593913,11819597
1593913,16025654
1593913,16118916
1593913,1619847
1593913,3395444
1593913,4635057
1593913,4837219
1593913,7367935
1593913,7608445
1593913,8081177
1593913,8090316
1593913,8096896
1593913,9451232
1593913,9566507
1593913,9688046
15965471,15063337
15965471,15314666
15965471,16151664
15965471,503404
16025654,11819597
16025654,16118916
16025654,7367935
16063568,10013776
16063568,10101753
16063568,104913
16063568,11356004
16063568,11454631
16063568,11586674
16063568,11634690
16063568,11841857
16063568,13499483
16063568,16074187
16063568,1964735
16063568,2146893
16063568,4724240
16063568,6807962
16063568,6926068
16063568,8115452
16063568,8394234
16063568,8482022
16063568,8501799
16076666,13220967
16076666,138134
16076666,3476196
16076666,6591282
16076666,6682222
16076666,8462361
16077087,10443987
16077087,2121985
16077087,3518033
16077087,695991
16077087,9083617
16099968,10392987
16099968,10657357
16099968,11936379
16099968,15475624
16099968,16171602
16099968,2379798
16099968,2501752
16099968,5848183
16099968,7470077
16099968,8557767
16099968,8703646
1610041,10021799
1610041,10867237
1610041,11137432
1610041,11152677
1610041,11177490
1610041,11231457
1610041,11262340
1610041,11310410
1610041,12695519
1610041,12799414
1610041,12855504
1610041,12855712
1610041,13124186
1610041,13149571
1610041,13978402
1610041,14072924
1610041,14112719
1610041,14214975
1610041,14580746
1610041,15063753
1610041,15541004
1610041,15674404
1610041,16179130
1610041,16197001
1610041,2783969
1610041,2990080
1610041,3010469
1610041,3069889
1610041,3109317
1610041,3123772
1610041,3216539
1610041,4006058
1610041,4229577
1610041,4446419
1610041,5158778
1610041,5782296
1610041,5812324
1610041,6167955
1610041,6251655
1610041,6314501
1610041,6466652
1610041,672442
1610041,6911240
1610041,7193767
1610041,734779
1610041,7526736
1610041,7586983
1610041,7669122
1610041,7830458
1610041,7855886
1610041,8644739
1610041,8664301
1610041,8872467
1610041,9052790
1610041,9112732
1610041,9147348
1610041,9452410
1610041,9595394
1610041,9633064
16118916,11819597
16118916,7367935
16151664,15063337
16151664,15314666
16151664,503404
16171602,10392987
16171602,10657357
16171602,11936379
16171602,15475624
16171602,2379798
16171602,2501752
16171602,5848183
16171602,7470077
16171602,8557767
16171602,8703646
16179130,13149571
16179130,15063753
16179130,15541004
16179130,16197001
16179130,4006058
16179130,4229577
16179130,5782296
16179130,5812324
16179130,672442
16179130,6911240
16179130,7193767
16179130,734779
16179130,8664301
16179130,8872467
16179130,9052790
16197001,13149571
16197001,15063753
16197001,15541004
16197001,4006058
16197001,4229577
16197001,5782296
16197001,5812324
16197001,672442
16197001,6911240
16197001,7193767
16197001,734779
16197001,8664301
16197001,8872467
16197001,9052790
1619847,10502095
1619847,10766315
1619847,10887710
1619847,11009306
1619847,11075181
1619847,11116304
1619847,11819597
1619847,16025654
1619847,16118916
1619847,3395444
1619847,4635057
1619847,4837219
1619847,7367935
1619847,7608445
1619847,8081177
1619847,8090316
1619847,8096896
1619847,9451232
1619847,9566507
1619847,9688046
1629597,13500181
1629597,14704677
1629597,14848487
1629597,1982022
1629597,3350808
1629597,3481365
1629597,375701
1629597,5116494
1629597,5132818
1629597,5302709
1629597,6844169
168342,10173584
168342,11761427
168342,11794857
168342,12067893
168342,15328865
168342,2034708
168342,570673
168342,5707759
168342,5788857
168342,5833406
168342,5834434
168342,5838471
168342,624061
168342,625135
168342,6599062
168342,676720
168342,6882404
168342,6982206
168342,7218617
168342,7362790
168342,8379396
168342,8504748
1714121,10572343
1714121,11461488
1714121,11879664
1714121,12196667
1714121,13562911
1714121,15005709
1714121,15237091
1714121,15328030
1714121,2021243
1714121,2498359
1714121,443818
1714121,5434175
1714121,6984411
1714121,7203476
1714121,7379971
1725085,11429744
1725085,12825579
1725085,3579175
1725085,7008886
174857,10148726
174857,10625939
174857,11523706
174857,11525599
174857,11766141
174857,11855026
174857,11927953
174857,12068258
174857,12333329
174857,13635749
174857,15571292
174857,176442
174857,2255023
174857,2471546
174857,3946871
174857,5333395
174857,5567523
174857,632738
174857,6662629
174857,7081719
174857,7120853
174857,7208795
174857,7336359
174857,8682339
174857,8960983
1750830,10193295
1750830,10574545
1750830,11921682
1750830,11974634
1750830,13848708
1750830,2499585
1750830,3357890
1750830,3414987
1750830,410737
1750830,5740763
1750830,7115472
1750830,9078184
1753108,10650544
1753108,13632218
1753108,13865447
1753108,14603556
1753108,14991269
1753108,15182819
1753108,15486539
1753108,5309038
1753108,7077230
1753108,7379131
176442,10148726
176442,10625939
176442,11523706
176442,11525599
176442,11766141
176442,11855026
176442,11927953
176442,12068258
176442,12333329
176442,13635749
176442,15571292
176442,2255023
176442,2471546
176442,3946871
176442,5333395
176442,5567523
176442,632738
176442,6662629
176442,7081719
176442,7120853
176442,7208795
176442,7336359
176442,8682339
176442,8960983
1818631,10231357
1818631,10374221
1818631,10411936
1818631,10427937
1818631,10463306
1818631,10622668
1818631,11763039
1818631,12032927
1818631,13152035
1818631,13154329
1818631,13293871
1818631,13427652
1818631,13692015
1818631,13722327
1818631,13768968
1818631,13829337
1818631,13910212
1818631,14967604
1818631,15008301
1818631,15186718
1818631,15286415
1818631,15294117
1818631,15443185
1818631,15483423
1818631,15573258
1818631,1961132
1818631,2035516
1818631,2036279
1818631,2130223
1818631,2603477
1818631,3980981
1818631,4101367
1818631,4222247
1818631,5375912
1818631,5442429
1818631,5661497
1818631,638278
1818631,7081009
1818631,7343210
1818631,7368911
1818631,7391206
1818631,7413031
1818631,8229425
1818631,8280643
1818631,8288677
1818631,8289936
1818631,8565737
1818631,8692895
1818631,8972969
1818631,9014573
1818631,926005
1818631,9904757
1824150,13205013
1824150,13331642
1824150,13362196
1824150,14811236
1824150,1906026
1824150,3732751
1824150,4951196
1824150,5009576
1824150,6825801
1824150,9851916
1855110,10083482
1855110,10117841
1855110,11453443
1855110,11545324
1855110,11560732
1855110,13220057
1855110,13220157
1855110,13311453
1855110,14982803
1855110,5004622
1855110,5298960
1855110,8462473
1887852,11205975
1887852,11207150
1887852,13184710
1887852,13204107
1887852,1995283
1887852,3348358
1887852,5096451
1887852,6625880
1887852,8542695
1906013,11561338
1906013,12829413
1906013,14915656
1906026,13362196
1906026,3732751
1906026,4951196
1906026,6825801
1929853,12368543
1929853,12463982
1929853,14312602
1929853,15875273
1929853,2660331
1929853,3779856
1929853,4302312
1929853,4482595
1929853,7037337
1929853,9302622
195637,11561338
195637,12829413
195637,14915656
195637,1906013
1961132,10231357
1961132,10374221
1961132,10411936
1961132,10427937
1961132,10463306
1961132,10622668
1961132,11763039
1961132,12032927
1961132,13152035
1961132,13154329
1961132,13293871
1961132,13427652
1961132,13692015
1961132,13722327
1961132,13768968
1961132,13829337
1961132,13910212
1961132,14967604
1961132,15008301
1961132,15186718
1961132,15286415
1961132,15294117
1961132,15443185
1961132,15483423
1961132,15573258
1961132,2035516
1961132,2036279
1961132,2130223
1961132,2603477
1961132,3980981
1961132,4101367
1961132,4222247
1961132,5375912
1961132,5442429
1961132,5661497
1961132,638278
1961132,7081009
1961132,7343210
1961132,7368911
1961132,7391206
1961132,7413031
1961132,8229425
1961132,8280643
1961132,8288677
1961132,8289936
1961132,8565737
1961132,8692895
1961132,8972969
1961132,9014573
1961132,926005
1961132,9904757
1964735,10013776
1964735,10101753
1964735,104913
1964735,11356004
1964735,11454631
1964735,11586674
1964735,11634690
